id	name	description	country_id	iata_code	icao_code	latitude	longitude	elevation
2061	Al Baha	El-baha	137	ABT	OEBA	20.29614	41.63428	5486
2062	Bisha	Bisha	137	BHH	OEBH	19.98435	42.62088	3887
2063	Abqaiq	Abqaiq	137		OEBQ	25.91128	49.59123	229
2064	King Fahd Intl	Dammam	137	DMM	OEDF	26.47116	49.79789	72
2065	King Abdulaziz Ab	Dhahran	137	DHA	OEDR	26.26542	50.15203	84
2066	King Abdullah Bin Abdulaziz	Gizan	137	GIZ	OEGN	16.90111	42.58583	20
2067	Gassim	Gassim	137	ELQ	OEGS	26.30282	43.77391	2126
2068	Guriat	Guriat	137	URY	OEGT	31.41194	37.27947	1672
2069	Hail	Hail	137	HAS	OEHL	27.43792	41.68629	3331
2070	Jubail	Jubail	137		OEJB	27.03903	49.40508	26
2071	King Faisal Naval Base	Jeddah	137		OEJF	21.3481	39.17303	7
2072	King Abdulaziz Intl	Jeddah	137	JED	OEJN	21.67956	39.15654	48
2073	King Khaled Military City	King Khalid Mil.city	137	HBT	OEKK	27.90092	45.52819	1352
2074	Prince Mohammad Bin Abdulaziz	Madinah	137	MED	OEMA	24.55342	39.70506	2151
2075	Nejran	Nejran	137	EAM	OENG	17.61144	44.41917	3982
2076	Qaisumah	Hafr Al-batin	137	AQI	OEPA	28.33519	46.12507	1174
2077	Pump Station 3	Petroline 3	137		OEPC	25.17455	47.48843	1740
2078	Pump Station 6	Petroline 6	137		OEPF	24.71033	44.96453	2530
2079	Pump Station 10	Petroline 10	137		OEPJ	24.10734	41.03605	2840
2080	Rabigh	Rabigh	137		OERB	22.70261	39.06984	22
2081	Rafha	Rafha	137	RAH	OERF	29.62642	43.49061	1474
2082	King Khaled Intl	Riyadh	137	RUH	OERK	24.95764	46.69878	2049
2083	Ras Mishab	Rash Mishab	137		OERM	28.07958	48.61097	13
2084	Arar	Arar	137	RAE	OERR	30.90659	41.13822	1813
2085	Ras Tanura	Ras Tanura	137		OERT	26.72311	50.03081	6
2086	Sharurah	Sharurah	137	SHW	OESH	17.46688	47.12143	2363
6808	Mudgee Airport	Mudgee	126	DGE	YMDG	-32.5625	149.611	1545
2088	Sulayel	Sulayel	137	SLF	OESL	20.46474	45.61964	2021
2089	Tabuk	Tabuk	137	TUU	OETB	28.36542	36.61889	2551
2090	Taif	Taif	137	TIF	OETF	21.48342	40.54433	4848
2091	Thumamah	Thumamah	137		OETH	25.21299	46.64098	1870
2092	Ras Tanajib	Ras Tanajib	137		OETN	27.86784	48.76915	30
2093	Turaif	Turaif	137	TUI	OETR	31.69268	38.7312	2803
6872	Miami University Airport	Oxford	17	OXD		39.50226	-84.78438	1040
2095	Wejh	Wejh	137	EJH	OEWJ	26.19855	36.47638	66
2096	Yenbo	Yenbo	137	YNB	OEYN	24.14424	38.06335	26
2097	Abadan	Abadan	138	ABD	OIAA	30.37111	48.22833	19
2098	Dezful	Dezful	138		OIAD	32.43444	48.39764	474
2099	Aghajari	Aghajari	138		OIAG	30.74445	49.67718	88
2100	Gachsaran	Gachsaran	138		OIAH	30.33757	50.82796	2414
2101	Shahid Asyaee	Masjed Soleiman	138	QMJ	OIAI	32.00237	49.27036	1206
2102	Omidiyeh	Omidyeh	138		OIAJ	30.83517	49.53492	85
2103	Mahshahr	Bandar Mahshahr	138	MRX	OIAM	30.55619	49.15188	8
2104	Ahwaz	Ahwaz	138	AWZ	OIAW	31.33743	48.76195	66
2105	Abumusa Island	Abumusa I.	138		OIBA	25.87574	55.03299	23
2106	Bushehr	Bushehr	138	BUZ	OIBB	28.94481	50.83464	68
2107	Bastak	Bastak	138		OIBH	27.21268	54.31859	1350
2108	Asaloyeh	Golbandi	138		OIBI	27.48142	52.61548	15
2109	Kish Island	Kish Island	138	KIH	OIBK	26.52616	53.98021	101
2110	Bandar Lengeh	Bandar Lengeh	138	BDH	OIBL	26.532	54.82485	67
2111	Khark Island	Khark Island	138		OIBQ	29.26028	50.32389	17
2112	Sirri Island	Siri Island	138		OIBS	25.90887	54.5394	43
2113	Lavan Island	Lavan Island	138		OIBV	26.8103	53.35629	76
2114	Shahid Ashrafi Esfahani	Bakhtaran	138	KSH	OICC	34.34585	47.15813	4301
2117	Sanandaj	Sanandaj	138	SDG	OICS	35.24586	47.00925	4522
2118	Hesa	Daran	138		OIFE	32.92889	51.56111	5256
2119	Shahid Vatan Pour Air Base	Esfahan	138		OIFH	32.56704	51.69159	5310
2120	Kashan	Kashan	138		OIFK	33.89533	51.57704	3465
2121	Esfahan Shahid Beheshti Intl	Esfahan	138		OIFM	32.75084	51.86127	5059
2122	Badr Air Base	Sepah	138		OIFP	32.62111	51.69702	5242
2123	Rasht	Rasht	138	RAS	OIGG	37.32531	49.60582	-40
6871	Delaware County Airport	Muncie	17	MIE		40.24247	-85.39575	937
2125	Arak	Arak	138		OIHR	34.13815	49.84729	5440
2126	Ghazvin Azadi	Abe-ali	138		OIIA	35.9521	50.45078	3769
2127	Kushke Nosrat	Kushke Nosrat	138		OIIC	34.98395	50.80622	3008
2128	Doshan Tappeh	Teheran	138		OIID	35.70298	51.47513	4046
2129	Imam Khomeini Intl	Abyek	138		OIIE	35.41611	51.15222	3305
2130	Ghale Morghi	Teheran	138		OIIG	35.64481	51.3807	3627
2131	Mehrabad Intl	Teheran	138	THR	OIII	35.68917	51.31342	3962
2132	Ghazvin	Ghazvin	138		OIIK	36.24006	50.04715	4184
2133	Naja	Khoram Dareh	138		OIIM	35.77629	50.88101	4040
2134	Bandar Abbass Intl	Bandar Abbas	138	BND	OIKB	27.21832	56.37785	22
2135	Jiroft	Jiroft	138		OIKJ	28.72692	57.67027	2663
2136	Kerman	Kerman	138	KER	OIKK	30.27444	56.95111	5741
2138	Havadarya	Bandar Abbas	138		OIKP	27.15825	56.17246	19
2139	Dayrestan	Gheshm I.	138		OIKQ	26.75464	55.90235	45
2141	Sirjan	Sirjan	138		OIKY	29.55093	55.67271	5846
2142	Birjand	Birjand	138	XBJ	OIMB	32.89806	59.26611	4952
2143	Sarakhs	Sarakhs	138		OIMC	36.50118	61.0649	945
2144	Shahroud	Emam Shahr	138		OIMJ	36.42509	55.10483	4197
6870	Whitsunday Airstrip	Airlie Beach	126	WSY	YWHI	-20.276	148.755	60
2147	Tabas	Tabas	138		OIMT	33.66775	56.89268	2312
2148	Kalaleh	Kalaleh	138		OINE	37.38327	55.45201	425
2151	Ramsar	Ramsar	138	RZR	OINR	36.90991	50.67959	-70
6869	Aeropuerto de Rafaela	Rafaela	139	RAF		-31.28207	-61.50159	100
2153	Fasa	Fasa	138		OISF	28.89176	53.72334	4261
2154	Jahrom	Jahrom	138		OISJ	28.58668	53.57914	3358
2156	Lamerd	Lamerd	138		OISR	27.37274	53.18879	1337
2157	Shiraz Shahid Dastghaib Intl	Shiraz	138	SYZ	OISS	29.53924	52.58979	4920
2158	Khoy	Khoy	138		OITK	38.42745	44.97358	3981
6868	Sabadell Airport	Sabadell	61	QSA	LELL	41.5209	2.10508	0
2162	Tabriz Intl	Tabriz	138	TBZ	OITT	38.13389	46.235	4459
2163	Zanjan	Zanjan	138		OITZ	36.77365	48.35942	5382
2164	Yazd Shahid Sadooghi	Yazd	138	AZD	OIYY	31.90491	54.2765	4054
2165	Zabol	Zabol	138		OIZB	31.09833	61.54389	1628
2166	Chah Bahar	Chah Bahar	138	ZBR	OIZC	25.44335	60.38211	43
2167	Zahedan Intl	Zahedan	138	ZAH	OIZH	29.47569	60.90619	4564
2168	Iran Shahr	Iran Shahr	138		OIZI	27.23612	60.72004	2040
2169	Saravan	Saravan	138		OIZS	27.41926	62.31579	3930
2170	Queen Alia Intl	Amman	140	AMM	OJAI	31.72256	35.99321	2395
2171	Marka Intl	Amman	140	ADJ	OJAM	31.9727	35.99157	2555
2172	Aqaba King Hussein Intl	Aqaba	140	AQJ	OJAQ	29.61162	35.01807	175
2173	Prince Hasan	Hotel Four	140		OJHF	32.16075	37.14938	2220
2174	Jerusalem	Jerusalem	141		OJJR	31.86472	35.21917	2485
2175	King Hussein	Mafraq	140	OMF	OJMF	32.35635	36.25918	2240
2176	Kuwait Intl	Kuwait	142	KWI	OKBK	29.22657	47.96893	206
2177	Rafic Hariri Intl	Beirut	143	BEY	OLBA	33.82093	35.48839	87
2178	Rene Mouawad	Kleiat	143		OLKA	34.58933	36.01132	75
2179	Abu Dhabi Intl	Abu Dhabi	144	AUH	OMAA	24.43297	54.65114	88
2180	Bateen	Abu Dhabi	144	AZI	OMAD	24.42833	54.45808	16
2181	Al Hamra Aux	Al Hamra	144		OMAH	24.07398	52.46364	50
2182	Jebel Dhana	Jebel Dhana	144		OMAJ	24.18743	52.614	43
6867	Reykjahlid Airport	Myvatn	3	MVA	BIRL	65.6558	-16.9181	1030
2184	Al Dhafra	Abu Dhabi	144		OMAM	24.24825	54.54772	77
2185	Arzanah	Arzana	144		OMAR	24.78053	52.55994	15
2186	Das Island	Das Island	144		OMAS	25.14622	52.87371	12
2187	Zirku	Zirku	144		OMAZ	24.86154	53.07783	14
2188	Dubai Intl	Dubai	144	DXB	OMDB	25.25278	55.36444	62
2189	Fujairah Intl	Fujeirah	144	FJR	OMFJ	25.11222	56.32396	152
2190	Ras Al Khaimah Intl	Ras Al Khaimah	144	RKT	OMRK	25.61348	55.93882	102
2191	Sharjah Intl	Sharjah	144	SHJ	OMSJ	25.32858	55.51715	111
2192	Khasab	Khasab	145	KHS	OOKB	26.17099	56.24057	100
2193	Masirah	Masirah	145	MSH	OOMA	20.67543	58.89047	64
2194	Seeb Intl	Muscat	145	MCT	OOMS	23.59328	58.28444	48
2195	Salalah	Salalah	145	SLL	OOSA	17.03872	54.0913	73
2196	Thumrait	Thumrait	145	TTH	OOTH	17.666	54.02461	1570
2197	Bhagatanwala	Bhagtanwala	146		OPBG	32.05611	72.9484	600
6866	Spray View Airport	Spray View	56		FVSV	-17.917	25.817	3210
6865	Lyon Part-Dieu Railway	Lyon	87	XYD		46	5	821
2202	Faisalabad Intl	Faisalabad	146	LYP	OPFA	31.36501	72.99484	591
2203	Gwadar	Gwadar	146	GWD	OPGD	25.23331	62.32949	36
2204	Gilgit	Gilgit	146	GIL	OPGT	35.91879	74.33364	4796
2205	Shahbaz Ab	Jacobsbad	146		OPJA	28.28417	68.44971	185
2206	Jinnah Intl	Karachi	146	KHI	OPKC	24.90655	67.1608	100
2207	Allama Iqbal Intl	Lahore	146	LHE	OPLA	31.52156	74.40359	712
2208	Walton	Lahore	146		OPLH	31.49479	74.34624	679
2209	Mangla	Mangla	146		OPMA	33.05009	73.63838	902
2210	Muzaffarabad	Muzaffarabad	146	MFG	OPMF	34.33902	73.50864	2691
2211	Mianwali	Mianwali	146		OPMI	32.56309	71.57068	690
2212	Moenjodaro	Moenjodaro	146	MJD	OPMJ	27.33516	68.14305	154
2213	Masroor	Karachi	146		OPMR	24.89356	66.93875	35
2214	Multan Intl	Multan	146	MUX	OPMT	30.20322	71.41911	403
2215	Nawabshah	Nawabshah	146	WNS	OPNH	26.21944	68.39005	95
2216	Okara	Okara	146		OPOK	30.74102	73.35774	568
2217	Panjgur	Panjgur	146	PJG	OPPG	26.95455	64.13252	3289
2218	Pasni	Pasni	146	PSI	OPPI	25.29049	63.34508	33
2219	Peshawar Intl	Peshawar	146	PEW	OPPS	33.99391	71.51458	1158
2220	Qasim	Qasim	146		OPQS	33.56015	73.03322	1581
2221	Quetta	Quetta	146	UET	OPQT	30.25137	66.93776	5267
2222	Sheikh Zayed	Rahim Yar Khan	146	RYK	OPRK	28.3839	70.27957	271
2223	Chaklala	Islamabad	146	ISB	OPRN	33.61665	73.09923	1668
2224	Risalpur	Risalpur	146		OPRS	34.08111	71.97258	1050
2225	Rawalakot	Rawala Kot	146	RAZ	OPRT	33.84966	73.79815	5479
6864	Point Roberts Airpark	Point Roberts	17	1RL	K1RL	48.97972	-123.07889	10
2227	Sukkur	Sukkur	146	SKZ	OPSK	27.72199	68.79168	196
2228	Saidu Sharif	Saidu Sharif	146	SDT	OPSS	34.81356	72.35281	3183
2229	Sui	Sui	146	SUL	OPSU	28.64514	69.17692	763
2230	Talhar	Talhar	146	BDN	OPTH	24.84152	68.83841	28
2232	Wana	Wana	146		OPWN	32.30466	69.57043	4550
2233	Zhob	Zhob	146	PZH	OPZB	31.35838	69.46361	4728
2234	Basrah Intl	Basrah	147	BSR	ORMM	30.54907	47.66214	11
2235	Aleppo Intl	Aleppo	148	ALP	OSAP	36.18068	37.22436	1276
2236	Damascus Intl	Damascus	148	DAM	OSDI	33.41064	36.51427	2020
2237	Deir Zzor	Deire Zor	148	DEZ	OSDZ	35.28537	40.17596	700
2239	Bassel Al Assad Intl	Latakia	148	LTK	OSLK	35.40109	35.94868	157
2240	Palmyra	Palmyra	148	PMS	OSPR	34.55736	38.31689	1322
2241	Doha Intl	Doha	149	DOH	OTBD	25.26112	51.56506	35
2242	Canton	Canton Island	125	CIS	PCIS	-2.76812	-171.71039	9
2243	Rota Intl	Rota	150	ROP	PGRO	14.17431	145.24254	607
2244	Francisco C Ada Saipan Intl	Saipan	150	SPN	PGSN	15.119	145.72936	215
2245	Andersen Afb	Andersen	151	UAM	PGUA	13.58395	144.93002	627
2246	Guam Intl	Agana	151	GUM	PGUM	13.48345	144.79598	298
2247	Tinian Intl	West Tinian	150	TIQ	PGWT	14.9992	145.61935	271
6807	Scone Airport	Scone	126	NSO	YSCO	-32.0372	150.832	745
2249	Marshall Islands Intl	Majuro	152	MAJ	PKMJ	7.06476	171.27202	6
2250	Dyess Aaf	Kwajalein	152		PKRO	9.39689	167.47087	9
2251	Bucholz Aaf	Kwajalein	152	KWA	PKWA	8.72012	167.73166	9
2252	Cassidy Intl	Kiritimati	125	CXI	PLCH	1.98616	-157.34978	5
2253	Midway Atoll	Midway	153	MDY	PMDY	28.20172	-177.38064	13
2254	Chuuk Intl	Chuuk	154	TKK	PTKK	7.46187	151.84301	11
2255	Pohnpei Intl	Pohnpei	154	PNI	PTPN	6.9851	158.20899	10
2256	Babelthuap	Babelthuap	155	ROR	PTRO	7.3673	134.54428	176
2257	Kosrae	Kosrae	154	KSA	PTSA	5.35698	162.95839	11
2258	Yap Intl	Yap	154	YAP	PTYA	9.49891	138.0825	91
2259	Shang Yi	Kinmen	156	KNH	RCBS	24.42789	118.3592	93
2260	Pingtung South	Pingtung	156	PIF	RCDC	22.67237	120.46173	78
2261	Longtan	Longtang	156		RCDI	24.85514	121.23764	790
2262	Fengnin	Fengnin	156	TTT	RCFN	22.75499	121.10168	143
2263	Lyudao	Green Island	156	GNI	RCGI	22.67385	121.46648	28
2264	Kaohsiung Intl	Kaohsiung	156	KHH	RCKH	22.57709	120.35001	31
2265	Chiayi	Chiayi	156	CYI	RCKU	23.46178	120.39283	85
2267	Lanyu	Lanyu	156	KYD	RCLY	22.02884	121.53364	44
2268	Ching Chuang Kang	Taichung	156	RMQ	RCMQ	24.26467	120.62058	663
6806	Cessnock Airport	Cessnock	126	CES	YCNK	-32.7875	151.342	211
2270	Tainan	Tainan	156	TNN	RCNN	22.95036	120.20578	63
2271	Hsinchu	Hsinchu	156		RCPO	24.81803	120.93939	26
2272	Magong	Makung	156	MZG	RCQC	23.56867	119.62831	103
2273	Jhihhang	Taitung	156		RCQS	22.79312	121.18198	128
2274	Pingtung North	Pingtung	156		RCSQ	22.70024	120.482	97
2275	Sungshan	Taipei	156	TSA	RCSS	25.06972	121.5525	18
2276	Taoyuan Intl	Taipei	156	TPE	RCTP	25.07773	121.23282	106
2277	Wang An	Wang An	156	WOT	RCWA	23.37083	119.49444	115
2278	Hualien	Hualien	156	HUN	RCYU	24.02372	121.61691	52
2279	Narita Intl	Tokyo	157	NRT	RJAA	35.76472	140.38639	141
2280	Matsumoto	Matsumoto	157	MMJ	RJAF	36.16676	137.92267	2182
2281	Hyakuri	Ibaraki	157	IBR	RJAH	36.18108	140.41544	105
2282	Minami Torishima	Minami Tori Shima	157		RJAM	24.2897	153.97912	22
2283	Iwo Jima	Iwojima	157	IWO	RJAW	24.784	141.32272	384
2284	Nanki Shirahama	Nanki-shirahama	157	SHM	RJBD	33.66222	135.36444	298
2285	Kohnan	Kohnan	157		RJBK	34.59084	133.93322	3
2286	Obihiro	Obihiro	157	OBO	RJCB	42.73333	143.21722	505
2287	New Chitose	Sapporo	157	CTS	RJCC	42.7752	141.69228	82
2288	Hakodate	Hakodate	157	HKD	RJCH	41.77	140.82194	151
2289	Chitose	Chitose	157	SPK	RJCJ	42.79448	141.66645	87
2290	Memanbetsu	Memanbetsu	157	MMB	RJCM	43.88061	144.16405	135
2291	Nakashibetsu	Nakashibetsu	157	SHB	RJCN	43.5775	144.96	234
2293	Tokachi	Tokachi	157		RJCT	42.89054	143.15848	281
2294	Wakkanai	Wakkanai	157	WKJ	RJCW	45.40417	141.80083	30
2295	Iki	Iki	157	IKI	RJDB	33.74903	129.78542	41
2296	Yamaguchi Ube	Yamaguchi	157	UBJ	RJDC	33.93	131.27861	23
2297	Tsushima	Tsushima	157	TSJ	RJDT	34.28489	129.33055	213
2298	Monbetsu	Monbetsu	157	MBE	RJEB	44.30391	143.40403	80
2299	Asahikawa	Asahikawa	157	AKJ	RJEC	43.67083	142.4475	721
2300	Okushiri	Okushiri	157	OIR	RJEO	42.07167	139.43291	161
2301	Rishiri	Rishiri Island	157	RIS	RJER	45.24201	141.18643	112
2302	Ashiya	Ashiya	157		RJFA	33.88308	130.653	98
2303	Yakushima	Yakushima	157	KUM	RJFC	30.38557	130.65902	124
2304	Fukue	Fukue	157	FUJ	RJFE	32.66627	128.83281	273
2305	Fukuoka	Fukuoka	157	FUK	RJFF	33.58594	130.45069	32
